doctor_id,hospital_id,doctor_name,speciality,experience_years,rating,doctor_fees
6324,1265,Dr. Amit Prajapati,Pediatrics,6,3.7,650
6325,1265,Dr. Richa Pandya,Gynaecology,13,4.2,1150
6326,1266,Dr. Nitin Naidu,Oncology,11,4.3,1000
6327,1266,Dr. Aarti Parikh,Orthopedics,11,4.7,1300
6328,1266,Dr. Ashok More,Neurology,24,4.8,2300
6329,1266,Dr. Karthik Naidu,Neurology,25,4.6,1900
6330,1266,Dr. Rakesh Ranade,Oncology,7,3.8,750
6331,1267,Dr. Swati Iyer,Ophthalmology,14,4,700
6332,1267,Dr. Suresh Majumdar,Pediatrics,4,3.6,250
6333,1267,Dr. Karthik Modi,Gynaecology,2,4,200
6334,1267,Dr. Pankaj Reddy,General Medicine,1,3.6,200
6335,1267,Dr. Swati Deshpande,Pediatrics,1,3.7,200
6336,1268,Dr. Rohan Kothari,Gynaecology,1,3.6,200
6337,1268,Dr. Pankaj Nair,Neurology,14,4.7,1050
6338,1268,Dr. Anjali Patil,Dermatology,11,4.5,900
6339,1268,Dr. Sonal Joshi,Gastroenterology,2,3.3,200
6340,1268,Dr. Sunita Prajapati,Oncology,19,4.4,1150
6341,1269,Dr. Tejal Kapadia,Pediatrics,23,4.6,1950
6342,1269,Dr. Usha Prajapati,Pulmonology,19,4.7,1800
6343,1269,Dr. Kavita Trivedi,Oncology,3,3.7,450
6344,1269,Dr. Nikhil Yadav,Gynaecology,10,4.3,950
6345,1269,Dr. Meera Goud,Cardiology,12,4.5,1150
6346,1270,Dr. Neha Majumdar,Nephrology,9,4.1,700
6347,1270,Dr. Harsh Joshi,Cardiology,7,3.7,500
6348,1270,Dr. Nidhi Raval,Nephrology,4,4,400
6349,1270,Dr. Arjun Menon,Ophthalmology,13,4.7,1000
6350,1270,Dr. Archana Sharma,Gastroenterology,5,4.1,500
6351,1271,Dr. Anita Shah,Gastroenterology,30,4.6,1950
6352,1271,Dr. Richa Patel,Gastroenterology,2,3.9,300
6353,1271,Dr. Sneha Kumar,Neurology,3,3.5,250
6354,1271,Dr. Ranjana Shah,Oncology,13,4.1,800
6355,1271,Dr. Mohit Modi,General Medicine,25,4.7,1550
6356,1272,Dr. Varun Jadhav,Ophthalmology,5,3.6,500
6357,1272,Dr. Karthik Tripathi,Neurology,12,4.4,1200
6358,1272,Dr. Madhuri Verma,Ophthalmology,2,3.6,300
6359,1272,Dr. Harsh Gandhi,Cardiology,21,4.3,1700
6360,1272,Dr. Manish Shukla,General Medicine,9,4.3,1050
6361,1273,Dr. Nitin Kulkarni,Urology,3,3.5,350
6362,1273,Dr. Rajesh Nair,Dermatology,12,4.7,1400
6363,1273,Dr. Sonal Venkat,Orthopedics,24,4.7,1950
6364,1273,Dr. Sameer Desai,Ophthalmology,8,4.3,900
6365,1273,Dr. Sunita Majumdar,Pulmonology,11,4.1,1000
6366,1274,Dr. Mohit Murthy,Pediatrics,37,4.7,1400
6367,1274,Dr. Pooja Barve,ENT,5,4.5,400
6368,1274,Dr. Sameer Thakkar,Orthopedics,5,4.1,350
6369,1274,Dr. Rupal Menon,Gastroenterology,12,4.4,650
6370,1274,Dr. Amit Verma,Cardiology,8,3.9,400
6371,1275,Dr. Siddharth Goud,General Medicine,11,4.3,1000
6372,1275,Dr. Nidhi Dave,Pediatrics,4,3.6,400
6373,1275,Dr. Sameer Iyer,Gynaecology,40,4.8,3500
6374,1275,Dr. Tarun Kapadia,Pulmonology,19,4.1,1600
6375,1275,Dr. Karthik Desai,Dermatology,6,4.3,650
6376,1276,Dr. Manish Phadke,Pediatrics,19,4.1,1550
6377,1276,Dr. Swati Reddy,Cardiology,13,4.3,1250
6378,1276,Dr. Divya Dubey,Orthopedics,29,4.9,2750
6379,1276,Dr. Foram Modi,General Medicine,21,4.6,1700
6380,1276,Dr. Manish Verma,Psychiatry,7,3.7,600
6381,1277,Dr. Harsh Naik,General Medicine,21,4.7,1900
6382,1277,Dr. Suresh Parikh,Cardiology,6,3.8,600
6383,1277,Dr. Amit Deshpande,Neurology,1,3.2,200
6384,1277,Dr. Alok Thakur,Gastroenterology,32,4.6,2500
6385,1277,Dr. Amit Mishra,Dermatology,7,4.1,800
6386,1278,Dr. Arjun Venkat,ENT,9,4.2,900
6387,1278,Dr. Harsh Kulkarni,Pediatrics,10,4.6,1150
6388,1278,Dr. Varun Gandhi,Urology,30,4.6,2400
6389,1278,Dr. Ashok Joshi,Pediatrics,3,3.8,450
6390,1278,Dr. Sanjay Naidu,General Medicine,7,4,700
6391,1279,Dr. Sunil Naidu,Pediatrics,13,4,500
6392,1279,Dr. Kavita Krishnan,Neurology,7,3.6,350
6393,1279,Dr. Deepak Kulkarni,Pediatrics,16,4.7,750
6394,1279,Dr. Manish Gandhi,Cardiology,7,3.8,350
6395,1279,Dr. Foram Patel,General Medicine,10,4.4,550
6396,1280,Dr. Tarun Vora,Orthopedics,8,4.4,500
6397,1280,Dr. Anita Murthy,Orthopedics,4,4,300
6398,1280,Dr. Anjali Thakur,Urology,1,3.8,200
6399,1280,Dr. Pallavi Verma,Ophthalmology,33,4.2,1450
6400,1280,Dr. Mohit Kapadia,Oncology,30,5,1200
6401,1281,Dr. Priya Bhatt,General Medicine,4,3.9,550
6402,1281,Dr. Sneha Dubey,Cardiology,28,4.7,2300
6403,1281,Dr. Nidhi Yadav,Gynaecology,22,5,2200
6404,1281,Dr. Nikhil Shukla,Orthopedics,6,3.9,650
6405,1281,Dr. Deepak Kapadia,Neurology,15,4.4,1250
6406,1282,Dr. Anjali Joshi,Gynaecology,8,3.7,750
6407,1282,Dr. Ranjana Modi,Orthopedics,16,4.2,1500
6408,1282,Dr. Archana Swamy,Pulmonology,11,4.2,1150
6409,1282,Dr. Rupal Yadav,Urology,21,4.4,1900
6410,1282,Dr. Mohit Mishra,Cardiology,32,4.5,2400
6411,1283,Dr. Deepak Mehta,Neurology,8,3.5,550
6412,1283,Dr. Sunil Pawar,Pediatrics,7,4.1,500
6413,1283,Dr. Sunil Phadke,Pediatrics,21,4.9,1350
6414,1283,Dr. Amit Kothari,General Medicine,8,4.4,750
6415,1283,Dr. Pallavi Swamy,Cardiology,10,4.6,850
6416,1284,Dr. Meera Panchal,Ophthalmology,5,3.6,450
6417,1284,Dr. Tarun Ranade,Gastroenterology,2,4,400
6418,1284,Dr. Kunal Trivedi,Nephrology,9,3.8,900
6419,1284,Dr. Siddharth Vora,ENT,1,3.5,200
6420,1284,Dr. Priya Jadhav,Gynaecology,9,4,800
6421,1285,Dr. Aditya Rao,Urology,12,4.2,1200
6422,1285,Dr. Madhuri Pandey,Pulmonology,16,4.2,1300
6423,1285,Dr. Varun Shukla,Orthopedics,2,3.8,350
6424,1285,Dr. Deepak Singh,Gynaecology,11,4.3,1050
6425,1285,Dr. Rupal Kumar,Oncology,1,3.8,300
6426,1286,Dr. Swati Menon,Orthopedics,3,3.4,200
6427,1286,Dr. Sunil Gandhi,Gynaecology,7,3.8,350
6428,1286,Dr. Nikhil Shah,Orthopedics,3,3.7,200
6429,1286,Dr. Sameer Rao,Pediatrics,3,3.8,200
6430,1286,Dr. Harsh Kapadia,Gynaecology,3,3.7,200
6431,1287,Dr. Siddharth Nair,Gynaecology,16,4.8,1550
6432,1287,Dr. Pooja Naidu,Gynaecology,33,4.3,2600
6433,1287,Dr. Sneha Jadhav,Gastroenterology,8,3.8,800
6434,1287,Dr. Madhuri Naidu,Gynaecology,1,4,350
6435,1287,Dr. Vikram Naidu,Gynaecology,9,3.8,850
6436,1288,Dr. Kavita Naidu,Gynaecology,1,3.4,200
6437,1288,Dr. Neha Naik,Orthopedics,30,4.5,1300
6438,1288,Dr. Rupal Singh,Pediatrics,8,3.6,350
6439,1288,Dr. Rahul Desai,Gastroenterology,9,4,500
6440,1288,Dr. Aditya Rao,Gastroenterology,9,4.2,450
6441,1289,Dr. Vidya Mishra,Orthopedics,12,4.5,700
6442,1289,Dr. Sameer Trivedi,Gynaecology,27,5,1150
6443,1289,Dr. Alok Menon,Gynaecology,3,3.9,250
6444,1289,Dr. Ashok Kumar,Orthopedics,16,4.2,700
6445,1289,Dr. Swati Nair,Psychiatry,19,4.3,800
6446,1290,Dr. Ritu Phadke,Psychiatry,10,4.8,550
6447,1290,Dr. Kunal Kumar,Psychiatry,6,3.9,400
6448,1290,Dr. Ranjana Mishra,Oncology,2,3.5,200
6449,1290,Dr. Neha Shah,Cardiology,17,4.7,900
6450,1290,Dr. Nitin Murthy,General Medicine,6,3.9,350
6451,1291,Dr. Aditya Murthy,Pulmonology,19,4.5,1700
6452,1291,Dr. Siddharth Verma,Pediatrics,3,3.1,200
6453,1291,Dr. Kunal Bhatt,General Medicine,19,4.3,1650
6454,1291,Dr. Aditya Murthy,Dermatology,1,3.3,200
6455,1291,Dr. Anjali Krishnan,Orthopedics,8,4.3,850
6456,1292,Dr. Arjun Rao,Urology,11,4.4,1100
6457,1292,Dr. Usha Panchal,Neurology,2,3.7,350
6458,1292,Dr. Shilpa Soni,Orthopedics,12,4.7,1150
6459,1292,Dr. Shilpa Desai,General Medicine,7,4.1,750
6460,1292,Dr. Aarti Tripathi,Orthopedics,5,3.7,500
6461,1293,Dr. Sneha Kumar,Oncology,7,3.7,600
6462,1293,Dr. Tarun Modi,Ophthalmology,12,4.3,1150
6463,1293,Dr. Anita Gandhi,Urology,8,3.7,800
6464,1293,Dr. Manish Phadke,Ophthalmology,33,4.5,2800
6465,1293,Dr. Rajesh Gupta,Neurology,1,3.6,250
6466,1294,Dr. Nitin Menon,Gynaecology,9,3.5,750
6467,1294,Dr. Sonal Verma,ENT,17,4.7,1700
6468,1294,Dr. Varun Shinde,Orthopedics,3,3.7,350
6469,1294,Dr. Usha Ranade,ENT,7,3.9,750
6470,1294,Dr. Kavita Ranade,Gastroenterology,2,3.8,350
6471,1295,Dr. Harsh Trivedi,Cardiology,14,4.7,700
6472,1295,Dr. Swati Kothari,Oncology,18,4.6,950
6473,1295,Dr. Nidhi Dubey,Nephrology,1,3.9,200
6474,1295,Dr. Arjun Majumdar,Neurology,2,3.2,200
6475,1295,Dr. Varun Deshpande,Psychiatry,38,4.8,1550
6476,1296,Dr. Arjun Ranade,General Medicine,6,4.1,700
6477,1296,Dr. Amit Dubey,Psychiatry,1,3.7,250
6478,1296,Dr. Tarun Yadav,ENT,2,3.6,250
6479,1296,Dr. Usha Iyer,Oncology,25,4.7,2300
6480,1296,Dr. Amit Kulkarni,ENT,2,3.1,200
6481,1297,Dr. Kavita Kothari,ENT,6,3.9,500
6482,1297,Dr. Sneha Iyer,Urology,15,4.4,950
6483,1297,Dr. Rupal Thakkar,Cardiology,9,4.2,700
6484,1297,Dr. Rajesh Majumdar,ENT,12,4.6,850
6485,1297,Dr. Nitin Thakur,General Medicine,4,3.1,200
6486,1298,Dr. Ranjana Nair,Pediatrics,19,4.2,850
6487,1298,Dr. Sonal Sharma,ENT,7,4.4,400
6488,1298,Dr. Nitin Deshpande,Gynaecology,19,4,750
6489,1298,Dr. Meera Jadhav,Gynaecology,4,3.7,250
6490,1298,Dr. Mohit Swamy,Orthopedics,11,4.4,500
6491,1299,Dr. Rajesh Reddy,Pediatrics,7,3.5,550
6492,1299,Dr. Aditya Kothari,General Medicine,5,4.4,700
6493,1299,Dr. Foram Yadav,General Medicine,3,3.2,250
6494,1299,Dr. Sneha Thakkar,Orthopedics,2,3.5,250
6495,1299,Dr. Siddharth Patel,Gynaecology,8,3.8,700
6496,1300,Dr. Sneha Jadhav,Dermatology,32,4.6,1350
6497,1300,Dr. Tejal Gandhi,Dermatology,3,3.9,250
6498,1300,Dr. Ashok Pawar,ENT,26,4.7,1200
6499,1300,Dr. Priya Joshi,Urology,3,3.9,200
6500,1300,Dr. Gaurav Pandya,Pediatrics,7,3.7,300
6501,1301,Dr. Rupal Patel,Gastroenterology,7,3.9,550
6502,1301,Dr. Pooja Kothari,Gastroenterology,2,3.3,200
6503,1301,Dr. Sameer More,Cardiology,6,4.2,600
6504,1301,Dr. Vikram Shukla,Orthopedics,2,3.1,200
6505,1301,Dr. Aarti Pandey,Orthopedics,11,4.2,750
6506,1302,Dr. Nikhil Nair,Cardiology,1,3.8,200
6507,1302,Dr. Shilpa Panchal,General Medicine,38,4.3,2250
6508,1302,Dr. Rupal Reddy,Pediatrics,5,4.4,550
6509,1302,Dr. Tarun Yadav,Cardiology,25,4.2,1500
6510,1302,Dr. Karthik Rao,Ophthalmology,1,3.7,200
6511,1303,Dr. Nikhil Pandya,Urology,15,4.3,700
6512,1303,Dr. Rohan Dave,General Medicine,6,3.7,300
6513,1303,Dr. Anita Naik,Orthopedics,1,3.2,200
6514,1303,Dr. Nitin Majumdar,General Medicine,1,3.6,200
6515,1303,Dr. Sanjay Parikh,Neurology,17,4.8,900
6516,1304,Dr. Priya Sharma,Gastroenterology,5,3.6,350
6517,1304,Dr. Gaurav Patil,General Medicine,2,3.5,200
6518,1304,Dr. Harsh Trivedi,Orthopedics,2,3.1,200
6519,1304,Dr. Divya Mishra,Pulmonology,26,4.4,1600
6520,1304,Dr. Aditya Phadke,Urology,33,4.8,1850
6521,1305,Dr. Alok Joshi,Neurology,32,4.8,2400
6522,1305,Dr. Amit Iyer,Oncology,6,4.1,700
6523,1305,Dr. Kunal Ranade,Neurology,6,4.2,750
6524,1305,Dr. Meera Nair,Gastroenterology,8,3.7,700
6525,1305,Dr. Kavita Shah,Gynaecology,2,4,400
6526,1306,Dr. Aarti Parikh,Ophthalmology,8,3.8,450
6527,1306,Dr. Kunal Shah,ENT,17,4.2,800
6528,1306,Dr. Pallavi Pandey,Urology,4,3.7,250
6529,1306,Dr. Pooja Kumar,Gastroenterology,27,4.6,1100
6530,1306,Dr. Sunil Pandey,Oncology,1,3,200
6531,1307,Dr. Usha Shah,Gynaecology,3,4,250
6532,1307,Dr. Varun Prajapati,Gynaecology,4,3.4,200
6533,1307,Dr. Divya Reddy,Oncology,3,3.5,200
6534,1307,Dr. Pallavi Majumdar,Orthopedics,1,3.5,200
6535,1307,Dr. Alok Pandey,Gastroenterology,2,3.9,200
6536,1308,Dr. Meera Mishra,Cardiology,6,3.9,450
6537,1308,Dr. Madhuri Rao,Orthopedics,6,4.2,600
6538,1308,Dr. Suresh Goud,Gynaecology,18,4.1,1050
6539,1308,Dr. Aarti More,ENT,3,3.7,300
6540,1308,Dr. Rohan Reddy,Neurology,12,4.7,950
6541,1309,Dr. Gaurav Rao,Oncology,19,4.5,1600
6542,1309,Dr. Rakesh Bhatt,Gastroenterology,5,4.3,700
6543,1309,Dr. Archana Reddy,Pediatrics,4,3.6,400
6544,1309,Dr. Gaurav Gupta,Pediatrics,17,4.2,1600
6545,1309,Dr. Divya Joshi,Oncology,13,4,1150
6546,1310,Dr. Deepak Dave,Nephrology,1,3,200
6547,1310,Dr. Rohan Joshi,Psychiatry,14,4.7,1400
6548,1310,Dr. Rupal Kothari,Gynaecology,2,3.7,350
6549,1310,Dr. Pooja Gandhi,Cardiology,18,4.5,1600
6550,1310,Dr. Anita Yadav,Gynaecology,3,3.8,400
6551,1311,Dr. Varun Deshpande,Cardiology,16,4,650
6552,1311,Dr. Suresh Verma,Pulmonology,16,4.4,750
6553,1311,Dr. Rahul Murthy,Oncology,5,4.3,400
6554,1311,Dr. Madhuri Singh,ENT,3,3.6,200
6555,1311,Dr. Arjun Swamy,Psychiatry,9,3.6,400
6556,1312,Dr. Amit Trivedi,Gastroenterology,5,4.3,350
6557,1312,Dr. Sonal Joshi,Gynaecology,3,3.9,200
6558,1312,Dr. Archana Iyer,Neurology,25,4.5,1250
6559,1312,Dr. Amit Reddy,Orthopedics,8,3.7,350
6560,1312,Dr. Siddharth Rao,Urology,7,3.6,350
6561,1313,Dr. Rahul Soni,Orthopedics,9,3.5,400
6562,1313,Dr. Sunita Thakur,General Medicine,18,4.3,800
6563,1313,Dr. Foram Pawar,Psychiatry,9,3.7,400
6564,1313,Dr. Amit Swamy,Ophthalmology,8,4.3,450
6565,1313,Dr. Suresh Jadhav,Neurology,14,4.2,700
6566,1314,Dr. Nidhi Naik,Pediatrics,12,4.4,1150
6567,1314,Dr. Ranjana Soni,Psychiatry,4,3.5,400
6568,1314,Dr. Anil Majumdar,Cardiology,4,3.9,500
6569,1314,Dr. Nitin Dave,Gastroenterology,1,3.1,200
6570,1314,Dr. Priya Thakkar,Cardiology,15,4.7,1500
6571,1315,Dr. Sunita Murthy,Cardiology,14,4.7,650
6572,1315,Dr. Nikhil Soni,Urology,17,4.2,800
6573,1315,Dr. Swati More,Cardiology,7,4.1,400
6574,1315,Dr. Nikhil Pandey,ENT,6,4.5,400
6575,1315,Dr. Nitin Bhatt,Pediatrics,19,4.4,850
6576,1316,Dr. Deepak Patil,ENT,5,3.5,500
6577,1316,Dr. Rohan Rao,Gastroenterology,2,3.6,300
6578,1316,Dr. Suresh Trivedi,Gastroenterology,3,3,200
6579,1316,Dr. Amit Joshi,Neurology,1,3.1,200
6580,1316,Dr. Sneha Shukla,Gynaecology,3,3.3,300
6581,1317,Dr. Richa Dubey,Pediatrics,22,4.4,1400
6582,1317,Dr. Priya Soni,Ophthalmology,18,4.1,1200
6583,1317,Dr. Anjali Mishra,ENT,8,3.6,550
6584,1317,Dr. Aarti Pandya,Cardiology,2,3.5,200
6585,1317,Dr. Meera Shah,Gastroenterology,7,4.3,550
6586,1318,Dr. Sameer Amin,General Medicine,19,4.1,1550
6587,1318,Dr. Deepak Kumar,Pulmonology,8,4.4,1000
6588,1318,Dr. Pooja Naidu,Gastroenterology,7,4.1,750
6589,1318,Dr. Varun Menon,Gynaecology,9,3.6,700
6590,1318,Dr. Nitin Amin,Cardiology,5,3.6,450
6591,1319,Dr. Mohit Modi,ENT,4,3.2,300
6592,1319,Dr. Anita Modi,Neurology,4,3.2,350
6593,1319,Dr. Madhuri Shah,Dermatology,1,3.8,250
6594,1319,Dr. Richa Parikh,Gastroenterology,29,5,2250
6595,1319,Dr. Usha Murthy,General Medicine,27,4.3,2100
6596,1320,Dr. Anita Prajapati,Cardiology,9,3.6,600
6597,1320,Dr. Nikhil Thakkar,Psychiatry,6,3.9,500
6598,1320,Dr. Karthik Yadav,Oncology,36,4.9,2200
6599,1320,Dr. Anita Sharma,Cardiology,10,4.7,850
6600,1320,Dr. Ranjana Tripathi,Cardiology,9,3.9,700
6601,1321,Dr. Richa Naik,Gynaecology,8,4.4,450
6602,1321,Dr. Tarun Pandya,Orthopedics,5,4.5,350
6603,1321,Dr. Richa Kapadia,Pediatrics,7,3.8,350
6604,1321,Dr. Sunil Kapadia,Pediatrics,28,4.2,1200
6605,1321,Dr. Anjali Nair,Ophthalmology,5,3.5,250
6606,1322,Dr. Tejal Pandey,Psychiatry,1,3.9,250
6607,1322,Dr. Aditya Naidu,General Medicine,7,4,550
6608,1322,Dr. Sonal Mishra,Oncology,17,4.1,1150
6609,1322,Dr. Tarun Reddy,Neurology,15,4.1,950
6610,1322,Dr. Kunal Modi,Ophthalmology,31,4.9,2000
6611,1323,Dr. Harsh Thakur,Ophthalmology,14,4.1,900
6612,1323,Dr. Rupal Goud,Pediatrics,3,3.4,250
6613,1323,Dr. Pooja More,General Medicine,19,4.7,1300
6614,1323,Dr. Manish Mishra,Ophthalmology,6,3.9,500
6615,1323,Dr. Amit Prajapati,Cardiology,3,3.9,350
6616,1324,Dr. Meera Shinde,Dermatology,36,4.8,1600
6617,1324,Dr. Rajesh Gandhi,Pediatrics,15,4.2,650
6618,1324,Dr. Rohan Panchal,Orthopedics,2,3.9,200
6619,1324,Dr. Kavita Sharma,Dermatology,7,3.8,300
6620,1324,Dr. Sanjay Amin,Cardiology,5,4,350
6621,1325,Dr. Shilpa Barve,Psychiatry,35,4.3,2800
6622,1325,Dr. Aarti Desai,Pediatrics,15,4.5,1450
6623,1325,Dr. Nitin Pandey,Oncology,12,4.4,1250
6624,1325,Dr. Swati Kumar,Gynaecology,16,4.4,1600
6625,1325,Dr. Pallavi Joshi,Cardiology,10,4.6,1050
6626,1326,Dr. Amit Choudhary,Urology,3,3.9,350
6627,1326,Dr. Varun Gupta,General Medicine,19,4.2,1300
6628,1326,Dr. Madhuri Reddy,Gynaecology,15,4.7,1150
6629,1326,Dr. Nitin Krishnan,Psychiatry,1,3,200
6630,1326,Dr. Meera Vora,Neurology,22,4.7,1550
6631,1327,Dr. Rajesh Phadke,Gynaecology,9,4.4,1050
6632,1327,Dr. Priya Dave,Pulmonology,1,3.2,200
6633,1327,Dr. Meera Kulkarni,Urology,9,3.6,750
6634,1327,Dr. Swati Raval,Psychiatry,33,4.4,2500
6635,1327,Dr. Sunita Shah,Pediatrics,11,4.6,1250
6636,1328,Dr. Priya Pawar,Pediatrics,2,4,450
6637,1328,Dr. Anjali Parikh,Orthopedics,16,4.5,1400
6638,1328,Dr. Priya Parikh,Ophthalmology,5,4.3,700
6639,1328,Dr. Rohan Krishnan,Gastroenterology,2,3.6,250
6640,1328,Dr. Ashok Phadke,General Medicine,7,4.1,700
6641,1329,Dr. Anil Dave,Neurology,8,4.3,900
6642,1329,Dr. Aarti Amin,Nephrology,10,4.5,1000
6643,1329,Dr. Tejal Modi,Dermatology,8,4.1,900
6644,1329,Dr. Sunita Deshpande,General Medicine,40,4.9,3350
6645,1329,Dr. Kunal Amin,ENT,4,3.8,450
6646,1330,Dr. Rahul Choudhary,Pediatrics,2,3,200
6647,1330,Dr. Anjali Modi,Nephrology,5,3.9,550
6648,1330,Dr. Varun Barve,Pulmonology,3,3.7,400
6649,1330,Dr. Nidhi Reddy,General Medicine,14,4.6,1300
6650,1330,Dr. Rajesh Dave,Ophthalmology,3,3.6,350
6651,1331,Dr. Nitin Raval,Orthopedics,22,4.6,2100
6652,1331,Dr. Vidya Shinde,Gynaecology,3,3.7,400
6653,1331,Dr. Archana Venkat,Neurology,9,3.6,750
6654,1331,Dr. Swati Reddy,Orthopedics,4,3.1,300
6655,1331,Dr. Vikram Yadav,General Medicine,15,4.5,1350
6656,1332,Dr. Varun Shukla,Gastroenterology,2,3,200
6657,1332,Dr. Foram Trivedi,General Medicine,14,4.7,950
6658,1332,Dr. Pooja Shukla,Urology,6,3.8,450
6659,1332,Dr. Nitin Vora,Gynaecology,23,4.8,1500
6660,1332,Dr. Swati Murthy,Gastroenterology,11,4.4,800
6661,1333,Dr. Sneha Pandey,Gynaecology,7,3.7,700
6662,1333,Dr. Alok Dubey,Pediatrics,21,4.5,1800
6663,1333,Dr. Ranjana Iyer,Pediatrics,4,3.5,450
6664,1333,Dr. Rajesh Panchal,Cardiology,1,3.1,200
6665,1333,Dr. Divya Iyer,Orthopedics,32,4.3,2450
6666,1334,Dr. Kavita Tripathi,ENT,14,4.3,1300
6667,1334,Dr. Richa Patil,Pediatrics,18,4.5,1750
6668,1334,Dr. Anjali Patil,Pediatrics,8,3.8,650
6669,1334,Dr. Pankaj Naik,Urology,13,4.4,1150
6670,1334,Dr. Archana Singh,Cardiology,23,4.6,2100
6671,1335,Dr. Aarti Venkat,Pulmonology,9,3.5,750
6672,1335,Dr. Kavita Verma,Cardiology,20,4.3,1650
6673,1335,Dr. Ritu Reddy,Gynaecology,5,4.4,750
6674,1335,Dr. Richa Choudhary,General Medicine,18,4.5,1800
6675,1335,Dr. Richa Goud,Gastroenterology,8,4.4,900
6676,1336,Dr. Pooja Thakkar,Pediatrics,5,4.4,600
6677,1336,Dr. Ritu Patil,Neurology,19,4.2,1200
6678,1336,Dr. Meera Dave,Neurology,5,3.9,400
6679,1336,Dr. Aditya Dubey,Orthopedics,5,4.5,550
6680,1336,Dr. Swati Dave,Neurology,6,4.3,550
6681,1337,Dr. Siddharth Amin,Orthopedics,34,4.6,2600
6682,1337,Dr. Anita Reddy,Orthopedics,3,3.6,350
6683,1337,Dr. Harsh Pandey,Neurology,2,3.1,200
6684,1337,Dr. Amit Panchal,Cardiology,1,3.8,250
6685,1337,Dr. Deepak Shukla,Oncology,17,4.3,1650
6686,1338,Dr. Vidya Majumdar,Cardiology,28,4.8,1400
6687,1338,Dr. Vidya Pawar,Dermatology,18,4.5,850
6688,1338,Dr. Anil Reddy,Cardiology,7,4.4,400
6689,1338,Dr. Mohit Patel,Orthopedics,1,3.6,200
6690,1338,Dr. Rahul Parikh,Orthopedics,39,4.6,1550
6691,1339,Dr. Karthik Patel,Pediatrics,1,3.5,200
6692,1339,Dr. Neha Mishra,Gastroenterology,8,4.5,650
6693,1339,Dr. Anjali Pawar,Gynaecology,3,3.7,300
6694,1339,Dr. Madhuri Gupta,Urology,8,3.7,500
6695,1339,Dr. Rakesh Iyer,Gynaecology,2,3.6,250
6696,1340,Dr. Rupal Bhatt,Gastroenterology,8,4.1,850
6697,1340,Dr. Anjali Mehta,Oncology,2,3.7,350
6698,1340,Dr. Arjun Choudhary,Neurology,4,3.2,350
6699,1340,Dr. Usha Trivedi,Cardiology,3,3,200
6700,1340,Dr. Neha Deshpande,Pulmonology,15,4.4,1450
6701,1341,Dr. Rupal Prajapati,Orthopedics,6,4.4,550
6702,1341,Dr. Tarun Pawar,Oncology,19,4.8,1250
6703,1341,Dr. Ritu Kapadia,Urology,21,4.6,1500
6704,1341,Dr. Sanjay Majumdar,Pulmonology,39,4.6,2050
6705,1341,Dr. Karthik Joshi,Cardiology,9,3.6,550
6706,1342,Dr. Sunita Singh,Nephrology,18,4.6,1600
6707,1342,Dr. Priya Gupta,ENT,5,4.5,700
6708,1342,Dr. Arjun Rao,Gynaecology,9,4.2,900
6709,1342,Dr. Aarti Reddy,Gastroenterology,2,3.2,200
6710,1342,Dr. Aarti Goud,Orthopedics,1,3.2,200
6711,1343,Dr. Rupal Deshpande,Pediatrics,6,4.5,450
6712,1343,Dr. Kavita Ranade,Dermatology,17,4,650
6713,1343,Dr. Sanjay Rao,Pediatrics,4,3.4,200
6714,1343,Dr. Gaurav Deshpande,Neurology,8,4.5,450
6715,1343,Dr. Tejal Murthy,Gynaecology,7,4.4,450
6716,1344,Dr. Divya Bhatt,General Medicine,8,4.3,800
6717,1344,Dr. Madhuri Krishnan,ENT,7,3.6,650
6718,1344,Dr. Rupal Pandey,Gastroenterology,9,4,900
6719,1344,Dr. Richa Vora,Gynaecology,5,4,600
6720,1344,Dr. Richa Thakkar,Pulmonology,14,4.2,1300
6721,1345,Dr. Archana Thakur,ENT,5,4.4,750
6722,1345,Dr. Vidya Menon,Orthopedics,7,3.5,600
6723,1345,Dr. Shilpa Pawar,Ophthalmology,20,5,1800
6724,1345,Dr. Meera Rao,Orthopedics,1,3,200
6725,1345,Dr. Arjun Ranade,General Medicine,5,3.9,650
6726,1346,Dr. Tejal Barve,Gastroenterology,3,3.4,300
6727,1346,Dr. Ranjana Joshi,Dermatology,18,4.6,1800
6728,1346,Dr. Nitin Goud,Dermatology,9,4.3,1050
6729,1346,Dr. Usha Joshi,Oncology,16,4.5,1500
6730,1346,Dr. Kavita Nair,General Medicine,21,4.5,1650
6731,1347,Dr. Tarun Raval,General Medicine,2,3,200
6732,1347,Dr. Madhuri Rao,Neurology,12,4.4,900
6733,1347,Dr. Kunal Vora,Neurology,2,3.5,200
6734,1347,Dr. Ritu Shah,Urology,11,4.5,900
6735,1347,Dr. Richa Dave,Ophthalmology,2,3.2,200
6736,1348,Dr. Sunil Yadav,ENT,8,3.9,550
6737,1348,Dr. Sameer Thakkar,Ophthalmology,6,4.2,500
6738,1348,Dr. Kunal Pawar,General Medicine,6,4.1,500
6739,1348,Dr. Vikram Naik,Ophthalmology,11,4.7,850
6740,1348,Dr. Rohan Shah,Pulmonology,13,4.4,900
6741,1349,Dr. Usha Joshi,General Medicine,4,3.7,250
6742,1349,Dr. Sonal Amin,Cardiology,6,3.6,300
6743,1349,Dr. Sameer Kapadia,Dermatology,8,4.4,450
